,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,MaxTemperature,WindSpeed
315,tombouctou,21.0,ML,2019-06-30 22:46:31,23.0,16.77,-3.01,36.76,0.24
317,dunedin,100.0,NZ,2019-06-30 22:46:31,56.0,-45.87,170.5,9.44,0.89
318,kenora,20.0,CA,2019-06-30 22:46:31,23.0,49.76,-94.48,31.0,5.7
319,ketchikan,90.0,US,2019-06-30 22:45:07,68.0,55.34,-131.65,19.0,6.2
321,yulara,30.0,AU,2019-06-30 22:46:32,55.0,-25.24,130.99,3.0,2.6
322,shimoda,100.0,JP,2019-06-30 22:44:59,92.0,34.7,138.93,24.44,1.55
323,lewiston,75.0,US,2019-06-30 22:46:05,77.0,44.1,-70.21,20.0,6.2
324,makueni,54.0,KE,2019-06-30 22:46:32,95.0,-1.8,37.62,15.66,1.32
325,porto murtinho,57.0,BR,2019-06-30 22:46:33,74.0,-21.7,-57.88,24.06,4.0
326,shingu,100.0,JP,2019-06-30 22:46:10,99.0,33.72,135.99,19.26,1.86
328,bjornevatn,0.0,NO,2019-06-30 22:46:33,65.0,69.67,29.98,8.0,3.6
329,champerico,40.0,MX,2019-06-30 22:46:33,58.0,16.38,-93.6,29.0,6.7
330,buritis,0.0,BR,2019-06-30 22:46:34,55.0,-15.62,-46.42,18.36,0.96
331,numan,98.0,NG,2019-06-30 22:46:34,84.0,9.46,12.04,26.36,3.64
332,palana,100.0,RU,2019-06-30 22:45:01,91.0,59.08,159.95,9.06,2.31
333,boromlya,3.0,UA,2019-06-30 22:46:34,94.0,50.62,34.97,13.66,2.68
334,isangel,40.0,VU,2019-06-30 22:46:34,73.0,-19.55,169.27,25.0,2.6
335,puerto escondido,5.0,MX,2019-06-30 22:46:35,62.0,15.86,-97.07,31.0,4.1
336,fort nelson,75.0,CA,2019-06-30 22:44:15,47.0,58.81,-122.69,26.0,2.1
337,kavaratti,96.0,IN,2019-06-30 22:46:35,77.0,10.57,72.64,28.36,6.78
338,amapa,75.0,HN,2019-06-30 22:46:35,79.0,15.09,-87.97,29.0,7.2
339,tezu,85.0,IN,2019-06-30 22:46:35,75.0,27.93,96.16,25.76,0.98
340,kokoda,79.0,PG,2019-06-30 22:46:36,86.0,-8.88,147.74,20.26,1.72
341,constitucion,75.0,MX,2019-06-30 22:42:19,37.0,23.99,-104.67,27.22,7.2
342,kon tum,100.0,VN,2019-06-30 22:46:36,99.0,14.36,108.0,21.26,0.67
343,huayucachi,58.0,PE,2019-06-30 22:46:36,74.0,-12.13,-75.23,5.96,1.76
344,kekri,100.0,IN,2019-06-30 22:46:37,50.0,25.97,75.15,29.96,7.65
345,hoganas,2.0,SE,2019-06-30 22:46:36,77.0,56.2,12.56,18.33,9.8
346,qiongshan,40.0,CN,2019-06-30 22:46:37,94.0,20.01,110.35,26.0,5.12
347,portland,90.0,US,2019-06-30 22:44:28,88.0,43.66,-70.25,19.44,4.6
348,el tarra,100.0,CO,2019-06-30 22:46:37,83.0,8.57,-73.09,21.96,2.57
349,valley city,1.0,US,2019-06-30 22:46:37,58.0,46.92,-98.0,29.0,4.6
350,magadan,99.0,RU,2019-06-30 22:46:38,94.0,59.56,150.8,7.86,1.94
351,pisco,90.0,PE,2019-06-30 22:37:07,30.0,-13.71,-76.2,22.0,6.2
352,marawi,100.0,PH,2019-06-30 22:44:34,89.0,8.0,124.29,24.44,1.79
353,ostrovnoy,60.0,RU,2019-06-30 22:46:38,77.0,68.05,39.51,4.16,4.3
354,zlitan,0.0,LY,2019-06-30 22:46:38,70.0,32.47,14.57,24.36,3.55
355,katsuura,75.0,JP,2019-06-30 22:46:39,94.0,33.93,134.5,22.0,2.6
356,kunya,23.0,NG,2019-06-30 22:46:39,62.0,12.22,8.53,30.0,4.1
357,leningradskiy,100.0,RU,2019-06-30 22:41:55,75.0,69.38,178.42,7.96,3.23
358,hirara,40.0,JP,2019-06-30 22:46:39,89.0,24.8,125.28,29.0,6.7
359,gemena,5.0,CD,2019-06-30 22:46:39,85.0,3.25,19.78,22.86,0.08
360,tuy hoa,100.0,VN,2019-06-30 22:46:40,72.0,13.08,109.3,26.56,4.22
361,lubao,3.0,CD,2019-06-30 22:46:40,41.0,-5.39,25.75,22.86,1.68
362,berlevag,0.0,NO,2019-06-30 22:43:11,77.0,70.86,29.09,6.56,2.33
363,vredendal,100.0,ZA,2019-06-30 22:46:40,82.0,-31.68,18.49,13.86,7.79
364,waipawa,56.0,NZ,2019-06-30 22:46:40,82.0,-39.94,176.59,8.89,0.89
365,trincomalee,100.0,LK,2019-06-30 22:46:41,79.0,8.58,81.23,26.36,4.5
367,aswan,0.0,EG,2019-06-30 22:46:41,22.0,24.09,32.9,29.76,5.35
368,dillon,1.0,US,2019-06-30 22:46:41,31.0,45.22,-112.64,24.0,4.6
369,kurush,90.0,RU,2019-06-30 22:46:42,82.0,41.28,47.83,16.0,3.1
372,colesberg,27.0,ZA,2019-06-30 22:46:42,61.0,-30.72,25.1,7.76,6.86
373,naze,100.0,NG,2019-06-30 22:46:42,97.0,5.43,7.07,22.96,1.43
374,huambo,0.0,AO,2019-06-30 22:46:42,41.0,-12.78,15.73,11.76,0.22
375,jiwani,5.0,PK,2019-06-30 22:46:43,81.0,25.05,61.74,30.66,4.11
376,seydisehir,0.0,TR,2019-06-30 22:46:43,70.0,37.42,31.85,11.56,4.71
378,bethel,90.0,US,2019-06-30 22:42:21,87.0,60.79,-161.76,13.0,5.7
379,beloha,0.0,MG,2019-06-30 22:43:23,75.0,-25.17,45.06,20.96,2.44
381,luderitz,5.0,NA,2019-06-30 22:46:44,93.0,-26.65,15.16,13.0,3.6
382,krasnozerskoye,0.0,RU,2019-06-30 22:46:44,86.0,53.98,79.24,11.76,2.87
383,linqiong,0.0,CN,2019-06-30 22:46:44,100.0,30.42,103.46,28.89,1.0
384,roald,100.0,NO,2019-06-30 22:43:59,93.0,62.58,6.12,13.0,6.2
385,alyangula,18.0,AU,2019-06-30 22:42:04,78.0,-13.85,136.42,22.0,2.6
386,vicente guerrero,75.0,MX,2019-06-30 22:46:45,32.0,16.93,-96.7,27.0,3.6
388,ulladulla,0.0,AU,2019-06-30 22:42:16,70.0,-35.36,150.48,7.0,5.7
389,lipin bor,6.0,RU,2019-06-30 22:46:45,85.0,60.26,37.97,5.46,0.89
390,faya,0.0,SA,2019-06-30 22:46:45,46.0,18.39,42.45,23.0,1.5
391,ust-tsilma,74.0,RU,2019-06-30 22:46:46,92.0,65.44,52.15,8.66,1.94
392,tikhvin,63.0,RU,2019-06-30 22:46:46,87.0,59.64,33.53,6.67,2.19
393,taganak,75.0,PH,2019-06-30 22:46:46,94.0,6.08,118.3,25.0,1.0
394,te anau,93.0,NZ,2019-06-30 22:43:24,83.0,-45.41,167.72,8.66,2.76
396,ust-maya,100.0,RU,2019-06-30 22:46:47,87.0,60.42,134.54,17.06,4.22
397,jinchang,27.0,CN,2019-06-30 22:46:47,28.0,38.52,102.19,20.06,0.76
399,jacksonville,75.0,US,2019-06-30 22:36:52,83.0,30.33,-81.66,32.78,1.27
400,broken hill,100.0,AU,2019-06-30 22:46:47,75.0,-31.97,141.45,5.0,3.6
401,broome,1.0,GB,2019-06-30 22:44:32,72.0,52.47,1.45,17.78,4.6
402,santa luzia,0.0,BR,2019-06-30 22:46:48,64.0,-19.77,-43.85,21.0,4.1
403,krasnyy chikoy,0.0,RU,2019-06-30 22:46:48,87.0,50.36,108.75,13.36,1.35
405,mentougou,0.0,CN,2019-06-30 22:46:48,72.0,39.94,116.09,32.78,1.8
406,longyearbyen,75.0,NO,2019-06-30 22:43:35,63.0,78.22,15.63,5.0,12.3
407,aykhal,90.0,RU,2019-06-30 22:43:55,77.0,65.95,111.51,17.0,4.0
408,saint anthony,1.0,US,2019-06-30 22:46:49,32.0,43.97,-111.68,27.0,3.6
409,shorapani,75.0,GE,2019-06-30 22:46:49,100.0,42.1,43.08,14.0,2.6
411,port-gentil,75.0,GA,2019-06-30 22:46:50,83.0,-0.72,8.78,24.0,6.2
412,khash,0.0,IR,2019-06-30 22:46:50,15.0,28.22,61.21,23.36,3.56
414,bathsheba,40.0,BB,2019-06-30 22:43:13,66.0,13.22,-59.52,29.0,10.3
415,jiayuguan,1.0,CN,2019-06-30 22:46:50,19.0,39.77,98.29,25.16,1.77
416,yar-sale,100.0,RU,2019-06-30 22:43:22,77.0,66.83,70.83,16.46,6.48
418,palu,95.0,ID,2019-06-30 22:46:51,89.0,-0.9,119.87,24.56,1.29
419,starobaltachevo,100.0,RU,2019-06-30 22:46:51,98.0,56.0,55.92,16.06,3.4
420,progreso,75.0,UY,2019-06-30 22:46:51,81.0,-34.68,-56.22,13.33,4.1
421,mackay,40.0,CA,2019-06-30 22:46:52,43.0,53.65,-115.58,22.0,2.6
422,manokwari,97.0,ID,2019-06-30 22:46:52,72.0,-0.87,134.08,26.16,2.56
423,brandon,1.0,US,2019-06-30 22:46:16,46.0,43.59,-96.57,34.0,2.6
424,kasongo-lunda,0.0,CD,2019-06-30 22:46:52,36.0,-6.48,16.82,20.56,0.41
425,onega,0.0,RU,2019-06-30 22:46:52,78.0,63.91,38.09,7.66,2.38
426,karachi,75.0,PK,2019-06-30 22:46:53,74.0,24.87,67.03,30.0,4.6
427,taman,0.0,RU,2019-06-30 22:46:53,81.0,45.22,36.72,12.0,3.0
428,phan thiet,100.0,VN,2019-06-30 22:46:53,85.0,10.93,108.1,25.66,3.89
429,sao filipe,0.0,CV,2019-06-30 22:43:10,85.0,14.9,-24.5,23.16,9.35
430,mayo,90.0,CA,2019-06-30 22:43:19,56.0,63.59,-135.9,23.0,5.57
431,zhigansk,75.0,RU,2019-06-30 22:46:54,53.0,66.77,123.37,21.26,5.67
432,mahanoro,71.0,MG,2019-06-30 22:46:54,78.0,-19.9,48.8,18.76,0.92
433,andijon,22.0,UZ,2019-06-30 22:46:54,60.0,40.76,72.37,23.0,2.51
434,cimarron hills,1.0,US,2019-06-30 22:46:54,21.0,38.86,-104.7,35.0,2.1
437,pascagoula,40.0,US,2019-06-30 22:46:55,74.0,30.37,-88.56,32.0,1.5
438,ngunguru,17.0,NZ,2019-06-30 22:46:55,92.0,-35.62,174.5,15.56,2.68
440,borovoy,100.0,RU,2019-06-30 22:46:56,97.0,63.23,52.89,11.16,1.6
442,gap,54.0,FR,2019-06-30 22:46:56,75.0,44.56,6.08,18.33,1.62
443,sioux lookout,75.0,CA,2019-06-30 22:46:56,51.0,50.1,-91.92,30.0,3.1
444,kandrian,99.0,PG,2019-06-30 22:46:56,86.0,-6.21,149.55,25.06,3.57
445,mehamn,0.0,NO,2019-06-30 22:46:57,75.0,71.03,27.85,5.26,2.58
446,banjar,54.0,ID,2019-06-30 22:46:57,94.0,-7.37,108.54,19.86,0.83
447,la palma,80.0,CO,2019-06-30 22:46:57,85.0,5.36,-74.39,23.06,1.26
448,orbetello,0.0,IT,2019-06-30 22:46:57,88.0,42.44,11.21,23.89,1.5
450,rocha,2.0,UY,2019-06-30 22:46:26,91.0,-34.48,-54.34,7.76,4.52
451,shubarshi,43.0,KZ,2019-06-30 22:46:58,82.0,48.59,57.19,19.36,5.4
452,smithers,75.0,CA,2019-06-30 22:45:39,53.0,54.78,-127.17,25.0,2.1
453,mattawa,40.0,CA,2019-06-30 22:46:58,64.0,46.32,-78.7,21.67,2.6
454,dinar,0.0,TR,2019-06-30 22:46:58,55.0,38.07,30.16,18.0,2.6
455,khandyga,17.0,RU,2019-06-30 22:46:59,34.0,62.65,135.58,24.96,1.7
456,chumikan,100.0,RU,2019-06-30 22:44:11,79.0,54.72,135.31,11.56,3.19
457,oschatz,0.0,DE,2019-06-30 22:46:59,36.0,51.3,13.11,27.0,3.1
458,hengshui,0.0,CN,2019-06-30 22:46:59,25.0,37.73,115.7,28.66,2.6
459,sitka,0.0,US,2019-06-30 22:42:34,45.0,37.17,-99.65,32.22,4.92
460,taltal,100.0,CL,2019-06-30 22:44:23,87.0,-25.41,-70.49,10.86,1.07
461,arkhara,98.0,RU,2019-06-30 22:47:00,84.0,49.42,130.09,19.16,1.57
462,vangaindrano,75.0,MG,2019-06-30 22:47:00,92.0,-23.35,47.6,18.36,1.22
463,amazar,40.0,RU,2019-06-30 22:47:00,47.0,53.86,120.88,22.26,3.17
464,honiara,79.0,SB,2019-06-30 22:42:11,83.0,-9.43,159.96,26.86,9.63
465,suna,20.0,FI,2019-06-30 22:47:01,72.0,60.2,24.68,18.0,3.6
466,nikolayevsk-na-amure,14.0,RU,2019-06-30 22:47:01,40.0,53.14,140.72,22.86,2.03
467,solginskiy,22.0,RU,2019-06-30 22:47:01,92.0,61.05,41.34,3.66,1.93
469,monrovia,75.0,LR,2019-06-30 22:47:02,94.0,6.33,-10.8,25.0,3.76
470,acapulco,75.0,MX,2019-06-30 22:42:59,66.0,16.86,-99.88,31.0,5.1
471,russell,1.0,US,2019-06-30 22:47:02,34.0,38.9,-98.86,36.67,8.2
472,cayenne,100.0,GF,2019-06-30 22:47:02,94.0,4.94,-52.33,25.0,1.4
473,grindavik,75.0,IS,2019-06-30 22:47:02,81.0,63.84,-22.43,12.0,6.7
475,mangrol,99.0,IN,2019-06-30 22:47:03,52.0,25.33,76.51,30.26,2.33
476,palmer,0.0,AU,2019-06-30 22:47:03,75.0,-34.85,139.16,10.0,6.2
477,dalbandin,0.0,PK,2019-06-30 22:47:03,12.0,28.9,64.41,26.36,2.68
478,chavakkad,40.0,IN,2019-06-30 22:43:45,94.0,10.53,76.05,30.0,3.56
479,baracoa,0.0,CU,2019-06-30 22:47:04,81.0,20.35,-74.5,27.86,3.51
481,havelock,20.0,US,2019-06-30 22:47:04,49.0,34.88,-76.9,33.0,6.7
482,tatarbunary,0.0,UA,2019-06-30 22:47:04,66.0,45.84,29.62,19.56,3.05
483,morondava,0.0,MG,2019-06-30 22:47:05,60.0,-20.3,44.28,25.26,4.89
484,zaysan,0.0,KZ,2019-06-30 22:47:05,51.0,47.47,84.87,13.06,2.11
485,whitehorse,20.0,CA,2019-06-30 22:44:22,25.0,60.72,-135.06,30.56,6.7
487,half moon bay,90.0,US,2019-06-30 22:47:05,87.0,37.46,-122.43,24.44,3.1
488,oroville,1.0,US,2019-06-30 22:47:06,21.0,39.51,-121.56,33.33,3.6
489,yen bai,73.0,VN,2019-06-30 22:47:06,81.0,21.7,104.87,25.26,1.05
490,xuddur,33.0,SO,2019-06-30 22:47:06,80.0,4.12,43.89,23.16,8.84
491,aripuana,20.0,BR,2019-06-30 22:42:25,53.0,-9.17,-60.63,26.06,1.3
492,port hardy,40.0,CA,2019-06-30 22:47:06,72.0,50.7,-127.42,18.0,2.6
493,kamenka,0.0,MD,2019-06-30 22:47:07,86.0,48.03,28.7,15.56,1.66
494,araouane,8.0,ML,2019-06-30 22:47:07,26.0,18.9,-3.53,35.96,5.75
495,mundo nuevo,0.0,CL,2019-06-30 22:47:07,76.0,-32.72,-71.41,12.0,2.1
496,altay,41.0,CN,2019-06-30 22:47:07,52.0,47.83,88.13,13.56,0.27
497,rio bueno,20.0,JM,2019-06-30 22:47:08,52.0,18.47,-77.46,33.0,8.7
498,nuuk,75.0,GL,2019-06-30 22:47:08,70.0,64.17,-51.74,8.0,4.6
500,matamoros,1.0,US,2019-06-30 22:44:36,52.0,25.87,-97.51,34.0,5.1
501,show low,1.0,US,2019-06-30 22:47:08,43.0,34.25,-110.03,27.78,7.7
502,simav,0.0,TR,2019-06-30 22:47:09,10.0,39.09,28.98,20.56,25.93
503,tazovskiy,36.0,RU,2019-06-30 22:47:09,64.0,67.47,78.7,9.86,4.15
504,hay river,75.0,CA,2019-06-30 22:44:42,87.0,60.82,-115.79,9.0,5.7
505,shakhunya,85.0,RU,2019-06-30 22:47:09,98.0,57.68,46.61,7.56,1.69
506,huarmey,2.0,PE,2019-06-30 22:47:09,89.0,-10.07,-78.15,17.76,7.47
507,barrhead,40.0,CA,2019-06-30 22:47:10,46.0,54.12,-114.4,21.0,3.6
508,tortoli,5.0,IT,2019-06-30 22:47:10,83.0,39.93,9.66,25.0,2.1
509,rincon,40.0,PA,2019-06-30 22:47:10,88.0,8.46,-82.28,27.0,2.1
510,vanimo,0.0,PG,2019-06-30 22:47:10,72.0,-2.67,141.3,27.86,2.14
511,laminusa,100.0,PH,2019-06-30 22:47:11,79.0,5.55,120.91,28.26,5.72
513,mount gambier,100.0,AU,2019-06-30 22:44:57,81.0,-37.83,140.78,12.36,13.43
514,shaki,40.0,AM,2019-06-30 22:47:11,42.0,39.56,46.0,19.0,5.1
516,antalaha,10.0,MG,2019-06-30 22:47:12,92.0,-14.9,50.28,15.66,1.97
517,tiarei,75.0,PF,2019-06-30 22:46:13,61.0,-17.53,-149.33,26.67,1.5
518,heishan,67.0,CN,2019-06-30 22:47:12,65.0,41.69,122.12,20.96,3.65
519,avera,1.0,US,2019-06-30 22:47:12,58.0,33.19,-82.53,34.0,3.1
521,mukhen,98.0,RU,2019-06-30 22:47:13,71.0,48.19,136.14,20.86,1.12
522,neuquen,0.0,AR,2019-06-30 22:46:13,80.0,-38.95,-68.06,5.0,1.5
524,natal,75.0,BR,2019-06-30 22:44:20,88.0,-5.81,-35.21,24.0,3.6
525,jaruco,75.0,CU,2019-06-30 22:47:13,66.0,23.04,-82.01,29.0,1.5
527,dongsheng,47.0,CN,2019-06-30 22:47:14,76.0,29.72,112.52,24.76,1.58
528,innisfail,89.0,AU,2019-06-30 22:47:14,89.0,-17.52,146.03,16.11,1.79
529,dakoro,40.0,NE,2019-06-30 22:47:14,29.0,14.51,6.76,36.16,7.07
530,moerai,61.0,PF,2019-06-30 22:47:14,71.0,-22.43,-151.33,20.56,9.18
531,batagay,88.0,RU,2019-06-30 22:47:15,41.0,67.65,134.64,18.36,2.81
532,flinders,0.0,AU,2019-06-30 22:43:37,70.0,-34.58,150.85,10.0,5.7
534,lethem,86.0,GY,2019-06-30 22:47:15,74.0,3.38,-59.8,26.76,5.44
535,winneba,20.0,GH,2019-06-30 22:47:15,88.0,5.35,-0.62,26.0,3.1
536,vao,23.0,EE,2019-06-30 22:47:16,77.0,59.1,26.19,15.46,4.51
537,aska,100.0,IN,2019-06-30 22:47:16,92.0,19.61,84.67,25.06,1.79
538,salamanca,75.0,MX,2019-06-30 22:47:16,31.0,20.57,-101.19,26.11,6.7
539,san ignacio,38.0,PE,2019-06-30 22:47:16,81.0,-5.15,-79.0,17.36,1.15
540,tefe,20.0,BR,2019-06-30 22:47:17,66.0,-3.35,-64.71,30.0,2.1
541,muroto,75.0,JP,2019-06-30 22:45:13,88.0,33.37,134.14,24.0,1.0
542,marzuq,100.0,YE,2019-06-30 22:47:17,35.0,14.4,46.47,26.66,1.94
543,kloulklubed,75.0,PW,2019-06-30 22:47:17,88.0,7.04,134.26,26.0,1.5
544,trat,100.0,TH,2019-06-30 22:47:17,87.0,12.25,102.51,29.44,0.22
545,neyshabur,0.0,IR,2019-06-30 22:47:18,25.0,36.21,58.79,23.06,1.99
546,tasiilaq,90.0,GL,2019-06-30 22:42:22,75.0,65.61,-37.64,6.0,10.8
547,warwick,75.0,US,2019-06-30 22:47:18,77.0,41.7,-71.42,22.0,4.1
548,birjand,0.0,IR,2019-06-30 22:42:48,24.0,32.86,59.22,25.0,4.1
549,weatherford,40.0,US,2019-06-30 22:46:29,48.0,32.76,-97.8,32.22,2.1
551,lamtah,0.0,TN,2019-06-30 22:47:19,78.0,35.67,10.88,26.0,1.5
552,poum,0.0,MK,2019-06-30 22:47:19,74.0,41.28,20.71,12.26,1.51
553,pandi,23.0,CN,2019-06-30 22:47:19,86.0,33.02,105.18,17.22,1.02
554,shuangcheng,40.0,CN,2019-06-30 22:47:20,100.0,45.37,126.3,16.0,2.0
555,gondar,40.0,PT,2019-06-30 22:47:20,100.0,41.82,-8.78,18.89,2.1
556,fortuna,0.0,ES,2019-06-30 22:47:20,61.0,38.18,-1.13,26.0,3.1
557,limoux,0.0,FR,2019-06-30 22:47:20,65.0,43.05,2.22,28.0,6.2
559,shelui,16.0,TZ,2019-06-30 22:47:21,62.0,-4.36,34.2,17.86,1.56
560,sringeri,75.0,IN,2019-06-30 22:47:21,94.0,13.43,75.26,25.0,0.97
561,comodoro rivadavia,0.0,AR,2019-06-30 22:47:21,64.0,-45.87,-67.48,3.0,2.1
562,kibuye,27.0,RW,2019-06-30 22:47:22,78.0,-2.07,29.35,18.16,3.34
563,livingston,1.0,US,2019-06-30 22:46:03,52.0,32.58,-88.19,33.0,0.89
564,ngerengere,0.0,TZ,2019-06-30 22:47:22,84.0,-6.76,38.13,19.26,1.04
565,vadgaon,99.0,IN,2019-06-30 22:47:22,82.0,20.94,74.87,25.06,4.09
566,ischia,100.0,IT,2019-06-30 22:47:23,79.0,46.03,11.25,26.67,5.81
567,bibbiena,0.0,IT,2019-06-30 22:47:23,57.0,43.7,11.82,26.11,1.0
568,binzhou,0.0,CN,2019-06-30 22:47:23,55.0,37.38,117.96,26.11,4.56
570,campina verde,25.0,BR,2019-06-30 22:47:23,52.0,-19.54,-49.49,21.16,2.28
571,vardo,1.0,US,2019-06-30 22:43:30,37.0,39.62,-77.74,32.0,7.7
572,naisud,100.0,PH,2019-06-30 22:47:24,84.0,11.81,122.19,27.36,9.52
573,sulangan,100.0,PH,2019-06-30 22:47:24,67.0,11.14,123.72,28.46,1.14
574,hamilton,20.0,CA,2019-06-30 22:44:18,47.0,43.26,-79.87,25.0,4.1
576,nouadhibou,0.0,MR,2019-06-30 22:47:25,77.0,20.93,-17.03,20.0,9.3
577,lucapa,13.0,AO,2019-06-30 22:47:25,36.0,-8.42,20.74,17.86,1.67
578,darhan,0.0,MN,2019-06-30 22:47:25,70.0,49.49,105.92,15.16,1.39
579,panguna,52.0,PG,2019-06-30 22:47:25,81.0,-6.32,155.48,27.26,4.92
580,fare,96.0,PF,2019-06-30 22:47:26,77.0,-16.7,-151.02,24.76,8.93
581,tadine,31.0,NC,2019-06-30 22:47:26,79.0,-21.55,167.88,22.56,5.52
582,yabelo,93.0,ET,2019-06-30 22:47:26,67.0,4.89,38.09,18.06,3.52
583,ambon,0.0,FR,2019-06-30 22:47:26,82.0,47.55,-2.56,18.33,4.1
584,komsomolskiy,77.0,RU,2019-06-30 22:47:27,90.0,67.55,63.78,14.56,5.41
585,sunrise manor,1.0,US,2019-06-30 22:47:27,11.0,36.21,-115.07,37.0,3.6
586,ust-omchug,67.0,RU,2019-06-30 22:47:27,53.0,61.13,149.63,12.96,2.16
587,artesianon,20.0,GR,2019-06-30 22:47:27,56.0,39.4,21.89,22.78,0.75
588,dwarka,40.0,IN,2019-06-30 22:47:28,49.0,28.58,77.04,37.22,3.1
589,gat,20.0,SN,2019-06-30 22:47:28,88.0,14.69,-16.54,25.0,4.1
590,sao joao da barra,0.0,BR,2019-06-30 22:47:28,83.0,-21.64,-41.05,24.0,6.2
591,mitsamiouli,20.0,KM,2019-06-30 22:47:28,83.0,-11.38,43.28,24.0,2.6
592,manadhoo,100.0,MV,2019-06-30 22:47:28,76.0,5.77,73.38,28.26,5.02
593,bitam,56.0,GA,2019-06-30 22:47:29,99.0,2.08,11.49,20.46,1.16
594,la rioja,83.0,AR,2019-06-30 22:47:29,88.0,-29.41,-66.86,7.16,1.57
595,salalah,90.0,OM,2019-06-30 22:47:29,88.0,17.01,54.1,28.0,2.6
598,temyasovo,75.0,RU,2019-06-30 22:47:30,30.0,52.99,58.1,20.0,1.0
599,dawlatabad,0.0,AF,2019-06-30 22:47:30,26.0,36.41,64.91,23.66,1.61
600,abnub,0.0,EG,2019-06-30 22:47:30,46.0,27.27,31.15,26.26,5.88
602,trairi,14.0,BR,2019-06-30 22:47:31,90.0,-3.28,-39.27,21.96,1.69
603,lerwick,75.0,GB,2019-06-30 22:47:31,100.0,60.15,-1.15,12.0,8.2
604,soyo,5.0,AO,2019-06-30 22:47:31,85.0,-6.13,12.37,22.46,5.83
605,puerto palomas,1.0,US,2019-06-30 22:47:31,11.0,31.78,-107.63,36.0,1.5
606,carutapera,37.0,BR,2019-06-30 22:47:32,78.0,-1.2,-46.02,25.16,3.18
607,jalu,0.0,LY,2019-06-30 22:44:57,49.0,29.03,21.55,26.16,7.12
608,yarim,86.0,YE,2019-06-30 22:47:32,57.0,14.3,44.38,23.36,1.21
